uf_codigo_ibge, ano, esfera, poder,quantidade_de_vinculos
25,2019,Municipal,Legislativo,4591
26,2012,Estadual,Executivo,144436
26,2012,Estadual,Judiciário,7287
26,2012,Estadual,Legislativo,2826
26,2012,Federal,Executivo,27878
26,2012,Federal,Judiciário,4902
26,2012,Federal,Legislativo,0
26,2012,Municipal,Executivo,240830
26,2012,Municipal,Legislativo,8557
26,2013,Estadual,Executivo,140675
26,2013,Estadual,Judiciário,7700
26,2013,Estadual,Legislativo,1178
26,2013,Federal,Executivo,29347
26,2013,Federal,Judiciário,4698
26,2013,Federal,Legislativo,0
26,2013,Municipal,Executivo,242772
26,2013,Municipal,Legislativo,8510
26,2014,Estadual,Executivo,135304
26,2014,Estadual,Judiciário,8976
26,2014,Estadual,Legislativo,1173
26,2014,Federal,Executivo,29765
26,2014,Federal,Judiciário,5345
26,2014,Federal,Legislativo,0
26,2014,Municipal,Executivo,242693
26,2014,Municipal,Legislativo,7531
26,2015,Estadual,Executivo,131515
26,2015,Estadual,Judiciário,8914
26,2015,Estadual,Legislativo,907
26,2015,Federal,Executivo,29070
26,2015,Federal,Judiciário,4829
26,2015,Federal,Legislativo,0
26,2015,Municipal,Executivo,234827
26,2015,Municipal,Legislativo,7672
26,2016,Estadual,Executivo,127239
26,2016,Estadual,Judiciário,8904
26,2016,Estadual,Legislativo,898
26,2016,Federal,Executivo,27404
26,2016,Federal,Judiciário,5351
26,2016,Federal,Legislativo,0
26,2016,Municipal,Executivo,228348
26,2016,Municipal,Legislativo,7602
26,2017,Estadual,Executivo,129074
26,2017,Estadual,Judiciário,8745
26,2017,Estadual,Legislativo,752
26,2017,Federal,Executivo,26924
26,2017,Federal,Judiciário,5162
26,2017,Federal,Legislativo,0
26,2017,Municipal,Executivo,230469
26,2017,Municipal,Legislativo,8109
26,2018,Estadual,Executivo,124566
26,2018,Estadual,Judiciário,8651
26,2018,Estadual,Legislativo,2534
26,2018,Federal,Executivo,26903
26,2018,Federal,Judiciário,5354
26,2018,Federal,Legislativo,0
26,2018,Municipal,Executivo,226612
26,2018,Municipal,Legislativo,8311
26,2019,Estadual,Executivo,124774
26,2019,Estadual,Judiciário,8856
26,2019,Estadual,Legislativo,3378
26,2019,Federal,Executivo,21896
26,2019,Federal,Judiciário,4898
26,2019,Federal,Legislativo,0
26,2019,Municipal,Executivo,230735
26,2019,Municipal,Legislativo,9305
27,2012,Estadual,Executivo,39402
27,2012,Estadual,Judiciário,1252
27,2012,Estadual,Legislativo,1640
27,2012,Federal,Executivo,8031
27,2012,Federal,Judiciário,1582
27,2012,Federal,Legislativo,0
27,2012,Municipal,Executivo,103066
27,2012,Municipal,Legislativo,2407
27,2013,Estadual,Executivo,39212
27,2013,Estadual,Judiciário,1384
27,2013,Estadual,Legislativo,2772
27,2013,Federal,Executivo,7006
27,2013,Federal,Judiciário,1600
27,2013,Federal,Legislativo,0
27,2013,Municipal,Executivo,111322
27,2013,Municipal,Legislativo,1793
27,2014,Estadual,Executivo,40053
27,2014,Estadual,Judiciário,1407
27,2014,Estadual,Legislativo,1828
27,2014,Federal,Executivo,8578
27,2014,Federal,Judiciário,1648
27,2014,Federal,Legislativo,0
27,2014,Municipal,Executivo,113773
27,2014,Municipal,Legislativo,1709
27,2015,Estadual,Executivo,42237
27,2015,Estadual,Judiciário,1404
27,2015,Estadual,Legislativo,1925
27,2015,Federal,Executivo,6865
27,2015,Federal,Judiciário,1629
27,2015,Federal,Legislativo,0
27,2015,Municipal,Executivo,112803
27,2015,Municipal,Legislativo,1921
27,2016,Estadual,Executivo,42239
27,2016,Estadual,Judiciário,2287
27,2016,Estadual,Legislativo,1187
27,2016,Federal,Executivo,6558
27,2016,Federal,Judiciário,1708
27,2016,Federal,Legislativo,0
27,2016,Municipal,Executivo,110112
27,2016,Municipal,Legislativo,1558
27,2017,Estadual,Executivo,40235
27,2017,Estadual,Judiciário,2261
27,2017,Estadual,Legislativo,2254
27,2017,Federal,Executivo,7489
27,2017,Federal,Judiciário,1653
27,2017,Federal,Legislativo,0
27,2017,Municipal,Executivo,116184
27,2017,Municipal,Legislativo,2513
27,2018,Estadual,Executivo,36654
27,2018,Estadual,Judiciário,2269
27,2018,Estadual,Legislativo,2184
27,2018,Federal,Executivo,8706
27,2018,Federal,Judiciário,1702
27,2018,Federal,Legislativo,0
27,2018,Municipal,Executivo,118716
27,2018,Municipal,Legislativo,2369
27,2019,Estadual,Executivo,43106
27,2019,Estadual,Judiciário,2682
27,2019,Estadual,Legislativo,529
27,2019,Federal,Executivo,8751
27,2019,Federal,Judiciário,1627
27,2019,Federal,Legislativo,0
27,2019,Municipal,Executivo,122114
27,2019,Municipal,Legislativo,2836
28,2012,Estadual,Executivo,47298
28,2012,Estadual,Judiciário,3801
28,2012,Estadual,Legislativo,3199
28,2012,Federal,Executivo,6587
28,2012,Federal,Judiciário,1176
28,2012,Federal,Legislativo,0
28,2012,Municipal,Executivo,60373
28,2012,Municipal,Legislativo,1995
28,2013,Estadual,Executivo,45932
28,2013,Estadual,Judiciário,3926
28,2013,Estadual,Legislativo,2696
28,2013,Federal,Executivo,6628
28,2013,Federal,Judiciário,1126
28,2013,Federal,Legislativo,0
28,2013,Municipal,Executivo,58665
28,2013,Municipal,Legislativo,2066
28,2014,Estadual,Executivo,44081
28,2014,Estadual,Judiciário,3937
28,2014,Estadual,Legislativo,2850
28,2014,Federal,Executivo,6952
28,2014,Federal,Judiciário,1221
28,2014,Federal,Legislativo,0
28,2014,Municipal,Executivo,59558
28,2014,Municipal,Legislativo,2147
28,2015,Estadual,Executivo,45051
28,2015,Estadual,Judiciário,3873
28,2015,Estadual,Legislativo,3407
28,2015,Federal,Executivo,6367
28,2015,Federal,Judiciário,1145
28,2015,Federal,Legislativo,0
28,2015,Municipal,Executivo,51143
28,2015,Municipal,Legislativo,2366
28,2016,Estadual,Executivo,43255
28,2016,Estadual,Judiciário,3781
28,2016,Estadual,Legislativo,3189
28,2016,Federal,Executivo,6206
28,2016,Federal,Judiciário,1250
28,2016,Federal,Legislativo,0
28,2016,Municipal,Executivo,56305
28,2016,Municipal,Legislativo,2565
28,2017,Estadual,Executivo,45520
28,2017,Estadual,Judiciário,3870
28,2017,Estadual,Legislativo,3164
28,2017,Federal,Executivo,7078
28,2017,Federal,Judiciário,1198
28,2017,Federal,Legislativo,0
28,2017,Municipal,Executivo,61480
28,2017,Municipal,Legislativo,2382
28,2018,Estadual,Executivo,43791
28,2018,Estadual,Judiciário,3980
28,2018,Estadual,Legislativo,3144
28,2018,Federal,Executivo,7034
28,2018,Federal,Judiciário,1202
28,2018,Federal,Legislativo,0
28,2018,Municipal,Executivo,61257
28,2018,Municipal,Legislativo,2279
28,2019,Estadual,Executivo,41643
28,2019,Estadual,Judiciário,3954
28,2019,Estadual,Legislativo,3441
28,2019,Federal,Executivo,7127
28,2019,Federal,Judiciário,1154
28,2019,Federal,Legislativo,0
28,2019,Municipal,Executivo,67291
28,2019,Municipal,Legislativo,2323
29,2012,Estadual,Executivo,153297
29,2012,Estadual,Judiciário,11854
29,2012,Estadual,Legislativo,5303
29,2012,Federal,Executivo,27181
29,2012,Federal,Judiciário,5565
29,2012,Federal,Legislativo,0
29,2012,Municipal,Executivo,493436
29,2012,Municipal,Legislativo,10830
29,2013,Estadual,Executivo,130009
29,2013,Estadual,Judiciário,11495
29,2013,Estadual,Legislativo,5545
29,2013,Federal,Executivo,28162
29,2013,Federal,Judiciário,5016
29,2013,Federal,Legislativo,0
29,2013,Municipal,Executivo,503902
29,2013,Municipal,Legislativo,10077
29,2014,Estadual,Executivo,145527
29,2014,Estadual,Judiciário,11171
29,2014,Estadual,Legislativo,5207
29,2014,Federal,Executivo,28793
29,2014,Federal,Judiciário,5528
29,2014,Federal,Legislativo,0
29,2014,Municipal,Executivo,499747
29,2014,Municipal,Legislativo,10117
29,2015,Estadual,Executivo,141916
29,2015,Estadual,Judiciário,11214
29,2015,Estadual,Legislativo,5971
29,2015,Federal,Executivo,28603
29,2015,Federal,Judiciário,5185
29,2015,Federal,Legislativo,0
29,2015,Municipal,Executivo,490666
29,2015,Municipal,Legislativo,10827
29,2016,Estadual,Executivo,137929
29,2016,Estadual,Judiciário,10841
29,2016,Estadual,Legislativo,5098
29,2016,Federal,Executivo,27646
29,2016,Federal,Judiciário,5520
29,2016,Federal,Legislativo,0
29,2016,Municipal,Executivo,488340
29,2016,Municipal,Legislativo,10872
29,2017,Estadual,Executivo,148802
29,2017,Estadual,Judiciário,10731
29,2017,Estadual,Legislativo,6030
29,2017,Federal,Executivo,30208
29,2017,Federal,Judiciário,5290
29,2017,Federal,Legislativo,0
29,2017,Municipal,Executivo,515060
29,2017,Municipal,Legislativo,12315
29,2018,Estadual,Executivo,152356
29,2018,Estadual,Judiciário,10836
29,2018,Estadual,Legislativo,5892
29,2018,Federal,Executivo,30137
29,2018,Federal,Judiciário,5507
29,2018,Federal,Legislativo,0
29,2018,Municipal,Executivo,511778
29,2018,Municipal,Legislativo,11665
29,2019,Estadual,Executivo,77494
29,2019,Estadual,Judiciário,10715
29,2019,Estadual,Legislativo,6852
29,2019,Federal,Executivo,30146
29,2019,Federal,Judiciário,5155
29,2019,Federal,Legislativo,0
29,2019,Municipal,Executivo,480619
29,2019,Municipal,Legislativo,12814
31,2012,Estadual,Executivo,365257
31,2012,Estadual,Judiciário,22360
31,2012,Estadual,Legislativo,6577
31,2012,Federal,Executivo,56430
31,2012,Federal,Judiciário,8782
31,2012,Federal,Legislativo,0
31,2012,Municipal,Executivo,739405
31,2012,Municipal,Legislativo,14018
31,2013,Estadual,Executivo,374435
31,2013,Estadual,Judiciário,22550
31,2013,Estadual,Legislativo,6343
31,2013,Federal,Executivo,58535
31,2013,Federal,Judiciário,9107
31,2013,Federal,Legislativo,0
31,2013,Municipal,Executivo,780764
31,2013,Municipal,Legislativo,15450
31,2014,Estadual,Executivo,360799
31,2014,Estadual,Judiciário,22354
31,2014,Estadual,Legislativo,5967
31,2014,Federal,Executivo,60323
31,2014,Federal,Judiciário,9060
31,2014,Federal,Legislativo,0
31,2014,Municipal,Executivo,786293
31,2014,Municipal,Legislativo,15333
31,2015,Estadual,Executivo,361755
31,2015,Estadual,Judiciário,21797
31,2015,Estadual,Legislativo,9970
31,2015,Federal,Executivo,60644
31,2015,Federal,Judiciário,8617
31,2015,Federal,Legislativo,0
31,2015,Municipal,Executivo,770164
31,2015,Municipal,Legislativo,16655
31,2016,Estadual,Executivo,368231
31,2016,Estadual,Judiciário,21264
31,2016,Estadual,Legislativo,5635
31,2016,Federal,Executivo,58954
31,2016,Federal,Judiciário,9323
31,2016,Federal,Legislativo,0
31,2016,Municipal,Executivo,762473
31,2016,Municipal,Legislativo,16452
31,2017,Estadual,Executivo,367804
31,2017,Estadual,Judiciário,20935
31,2017,Estadual,Legislativo,5698
31,2017,Federal,Executivo,62256
31,2017,Federal,Judiciário,8941
31,2017,Federal,Legislativo,0
31,2017,Municipal,Executivo,779759
31,2017,Municipal,Legislativo,16953
31,2018,Estadual,Executivo,351402
31,2018,Estadual,Judiciário,20629
31,2018,Estadual,Legislativo,5328
31,2018,Federal,Executivo,58383
31,2018,Federal,Judiciário,8995
31,2018,Federal,Legislativo,0
31,2018,Municipal,Executivo,778831
31,2018,Municipal,Legislativo,16943
31,2019,Estadual,Executivo,337171
31,2019,Estadual,Judiciário,20492
31,2019,Estadual,Legislativo,6215
31,2019,Federal,Executivo,55107
31,2019,Federal,Judiciário,8618
31,2019,Federal,Legislativo,0
31,2019,Municipal,Executivo,776553
31,2019,Municipal,Legislativo,17870
32,2012,Estadual,Executivo,73808
32,2012,Estadual,Judiciário,4188
32,2012,Estadual,Legislativo,2184
32,2012,Federal,Executivo,10718
32,2012,Federal,Judiciário,1888
32,2012,Federal,Legislativo,0
32,2012,Municipal,Executivo,148521
32,2012,Municipal,Legislativo,5125
32,2013,Estadual,Executivo,76959
32,2013,Estadual,Judiciário,4254
32,2013,Estadual,Legislativo,2205
32,2013,Federal,Executivo,11147
32,2013,Federal,Judiciário,1852
32,2013,Federal,Legislativo,0
32,2013,Municipal,Executivo,156892
32,2013,Municipal,Legislativo,6372
32,2014,Estadual,Executivo,76818
32,2014,Estadual,Judiciário,4271
32,2014,Estadual,Legislativo,2152
32,2014,Federal,Executivo,11640
32,2014,Federal,Judiciário,1908
32,2014,Federal,Legislativo,0
32,2014,Municipal,Executivo,147757
32,2014,Municipal,Legislativo,5091
32,2015,Estadual,Executivo,72520
32,2015,Estadual,Judiciário,4122
32,2015,Estadual,Legislativo,2390
32,2015,Federal,Executivo,11294
32,2015,Federal,Judiciário,1907
32,2015,Federal,Legislativo,0
32,2015,Municipal,Executivo,154295
32,2015,Municipal,Legislativo,5391
32,2016,Estadual,Executivo,72342
32,2016,Estadual,Judiciário,3892
32,2016,Estadual,Legislativo,2142
32,2016,Federal,Executivo,11373
32,2016,Federal,Judiciário,1926
32,2016,Federal,Legislativo,0
32,2016,Municipal,Executivo,151065
32,2016,Municipal,Legislativo,5429
32,2017,Estadual,Executivo,63456
32,2017,Estadual,Judiciário,3795
32,2017,Estadual,Legislativo,2320
32,2017,Federal,Executivo,11302
32,2017,Federal,Judiciário,1902
32,2017,Federal,Legislativo,0
32,2017,Municipal,Executivo,149270
32,2017,Municipal,Legislativo,5694
32,2018,Estadual,Executivo,64747
32,2018,Estadual,Judiciário,3925
32,2018,Estadual,Legislativo,2169
32,2018,Federal,Executivo,11208
32,2018,Federal,Judiciário,1923
32,2018,Federal,Legislativo,0
32,2018,Municipal,Executivo,139959
32,2018,Municipal,Legislativo,5325
32,2019,Estadual,Executivo,60641
32,2019,Estadual,Judiciário,3840
32,2019,Estadual,Legislativo,2461
32,2019,Federal,Executivo,11487
32,2019,Federal,Judiciário,1846
32,2019,Federal,Legislativo,0
32,2019,Municipal,Executivo,142391
32,2019,Municipal,Legislativo,5668
33,2012,Estadual,Executivo,241647
33,2012,Estadual,Judiciário,21622
33,2012,Estadual,Legislativo,6459
33,2012,Federal,Executivo,150514
33,2012,Federal,Judiciário,11671
33,2012,Federal,Legislativo,0
33,2012,Municipal,Executivo,472637
33,2012,Municipal,Legislativo,12478
33,2013,Estadual,Executivo,247467
33,2013,Estadual,Judiciário,21915
33,2013,Estadual,Legislativo,6929
33,2013,Federal,Executivo,159318
33,2013,Federal,Judiciário,11084
33,2013,Federal,Legislativo,0
33,2013,Municipal,Executivo,480891
33,2013,Municipal,Legislativo,14874
33,2014,Estadual,Executivo,250464
33,2014,Estadual,Judiciário,21008
33,2014,Estadual,Legislativo,6466
33,2014,Federal,Executivo,167975
33,2014,Federal,Judiciário,11727
33,2014,Federal,Legislativo,0
33,2014,Municipal,Executivo,473907
33,2014,Municipal,Legislativo,14103
33,2015,Estadual,Executivo,236223
33,2015,Estadual,Judiciário,21459
33,2015,Estadual,Legislativo,8193
33,2015,Federal,Executivo,142025
33,2015,Federal,Judiciário,11177
33,2015,Federal,Legislativo,0
33,2015,Municipal,Executivo,480120
33,2015,Municipal,Legislativo,14944
33,2016,Estadual,Executivo,229688
33,2016,Estadual,Judiciário,21061
33,2016,Estadual,Legislativo,7291
33,2016,Federal,Executivo,160397
33,2016,Federal,Judiciário,12110
33,2016,Federal,Legislativo,0
33,2016,Municipal,Executivo,462534
33,2016,Municipal,Legislativo,14272
33,2017,Estadual,Executivo,220509
33,2017,Estadual,Judiciário,22053
33,2017,Estadual,Legislativo,7921
33,2017,Federal,Executivo,181183
33,2017,Federal,Judiciário,11141
33,2017,Federal,Legislativo,0
33,2017,Municipal,Executivo,448279
33,2017,Municipal,Legislativo,13496
33,2018,Estadual,Executivo,212983
33,2018,Estadual,Judiciário,21274
33,2018,Estadual,Legislativo,7876
33,2018,Federal,Executivo,194639
33,2018,Federal,Judiciário,11378
33,2018,Federal,Legislativo,0
33,2018,Municipal,Executivo,452876
33,2018,Municipal,Legislativo,13832
33,2019,Estadual,Executivo,159241
33,2019,Estadual,Judiciário,21412
33,2019,Estadual,Legislativo,9094
33,2019,Federal,Executivo,168004
33,2019,Federal,Judiciário,10623
33,2019,Federal,Legislativo,0
33,2019,Municipal,Executivo,459238
33,2019,Municipal,Legislativo,13956
35,2012,Estadual,Executivo,808093
35,2012,Estadual,Judiciário,46697
35,2012,Estadual,Legislativo,5881
35,2012,Federal,Executivo,57763
35,2012,Federal,Judiciário,21987
35,2012,Federal,Legislativo,0
35,2012,Municipal,Executivo,1082878
35,2012,Municipal,Legislativo,21089
35,2013,Estadual,Executivo,820306
35,2013,Estadual,Judiciário,47354
35,2013,Estadual,Legislativo,6036
35,2013,Federal,Executivo,59963
35,2013,Federal,Judiciário,21581
35,2013,Federal,Legislativo,0
35,2013,Municipal,Executivo,1112434
35,2013,Municipal,Legislativo,23928
35,2014,Estadual,Executivo,809885
35,2014,Estadual,Judiciário,49131
35,2014,Estadual,Legislativo,6046
35,2014,Federal,Executivo,60416
35,2014,Federal,Judiciário,22086
35,2014,Federal,Legislativo,0
35,2014,Municipal,Executivo,1111271
35,2014,Municipal,Legislativo,21959
35,2015,Estadual,Executivo,753404
35,2015,Estadual,Judiciário,47723
35,2015,Estadual,Legislativo,7044
35,2015,Federal,Executivo,58666
35,2015,Federal,Judiciário,22145
35,2015,Federal,Legislativo,0
35,2015,Municipal,Executivo,1109873
35,2015,Municipal,Legislativo,22263
35,2016,Estadual,Executivo,721633
35,2016,Estadual,Judiciário,47890
35,2016,Estadual,Legislativo,6392
35,2016,Federal,Executivo,58959
35,2016,Federal,Judiciário,22404
35,2016,Federal,Legislativo,0
35,2016,Municipal,Executivo,1089592
35,2016,Municipal,Legislativo,21690
35,2017,Estadual,Executivo,697179
35,2017,Estadual,Judiciário,47377
35,2017,Estadual,Legislativo,6551
35,2017,Federal,Executivo,60085
35,2017,Federal,Judiciário,21999
35,2017,Federal,Legislativo,0
35,2017,Municipal,Executivo,1082209
35,2017,Municipal,Legislativo,21588
35,2018,Estadual,Executivo,672288
35,2018,Estadual,Judiciário,46916
35,2018,Estadual,Legislativo,6340
35,2018,Federal,Executivo,53879
35,2018,Federal,Judiciário,21622
35,2018,Federal,Legislativo,0
35,2018,Municipal,Executivo,1069210
35,2018,Municipal,Legislativo,19875
35,2019,Estadual,Executivo,668247
35,2019,Estadual,Judiciário,45590
35,2019,Estadual,Legislativo,7071
35,2019,Federal,Executivo,56431
35,2019,Federal,Judiciário,21275
35,2019,Federal,Legislativo,0
35,2019,Municipal,Executivo,1063510
35,2019,Municipal,Legislativo,20781
41,2012,Estadual,Executivo,199055
41,2012,Estadual,Judiciário,10180
41,2012,Estadual,Legislativo,2050
41,2012,Federal,Executivo,23332
41,2012,Federal,Judiciário,5174
41,2012,Federal,Legislativo,0
41,2012,Municipal,Executivo,326278
41,2012,Municipal,Legislativo,6337
41,2013,Estadual,Executivo,209565
41,2013,Estadual,Judiciário,11243
41,2013,Estadual,Legislativo,2551
41,2013,Federal,Executivo,23895
41,2013,Federal,Judiciário,5246
41,2013,Federal,Legislativo,0
41,2013,Municipal,Executivo,333252
41,2013,Municipal,Legislativo,6163
41,2014,Estadual,Executivo,205391
41,2014,Estadual,Judiciário,11833
41,2014,Estadual,Legislativo,2185
41,2014,Federal,Executivo,25124
41,2014,Federal,Judiciário,5423
41,2014,Federal,Legislativo,0
41,2014,Municipal,Executivo,339467
41,2014,Municipal,Legislativo,6206
41,2015,Estadual,Executivo,200345
41,2015,Estadual,Judiciário,11787
41,2015,Estadual,Legislativo,3516
41,2015,Federal,Executivo,25692
41,2015,Federal,Judiciário,5482
41,2015,Federal,Legislativo,0
41,2015,Municipal,Executivo,343020
41,2015,Municipal,Legislativo,6516
41,2016,Estadual,Executivo,205137
41,2016,Estadual,Judiciário,12492
41,2016,Estadual,Legislativo,2279
41,2016,Federal,Executivo,25044
41,2016,Federal,Judiciário,5555
41,2016,Federal,Legislativo,0
41,2016,Municipal,Executivo,349312
41,2016,Municipal,Legislativo,6392
41,2017,Estadual,Executivo,193120
41,2017,Estadual,Judiciário,12690
41,2017,Estadual,Legislativo,2405
41,2017,Federal,Executivo,26037
41,2017,Federal,Judiciário,5462
41,2017,Federal,Legislativo,0
41,2017,Municipal,Executivo,347481
41,2017,Municipal,Legislativo,6369
41,2018,Estadual,Executivo,190538
41,2018,Estadual,Judiciário,13297
41,2018,Estadual,Legislativo,2376
41,2018,Federal,Executivo,25850
41,2018,Federal,Judiciário,5408
41,2018,Federal,Legislativo,0
41,2018,Municipal,Executivo,345892
41,2018,Municipal,Legislativo,6358
41,2019,Estadual,Executivo,190763
41,2019,Estadual,Judiciário,13439
41,2019,Estadual,Legislativo,3905
41,2019,Federal,Executivo,26169
41,2019,Federal,Judiciário,5326
41,2019,Federal,Legislativo,0
41,2019,Municipal,Executivo,347327
41,2019,Municipal,Legislativo,6375
42,2012,Estadual,Executivo,91352
42,2012,Estadual,Judiciário,8421
42,2012,Estadual,Legislativo,2520
42,2012,Federal,Executivo,18337
42,2012,Federal,Judiciário,3379
42,2012,Federal,Legislativo,0
42,2012,Municipal,Executivo,239835
42,2012,Municipal,Legislativo,4205
42,2013,Estadual,Executivo,88393
42,2013,Estadual,Judiciário,8926
42,2013,Estadual,Legislativo,2494
42,2013,Federal,Executivo,19596
42,2013,Federal,Judiciário,3559
42,2013,Federal,Legislativo,0
42,2013,Municipal,Executivo,247019
42,2013,Municipal,Legislativo,4963
42,2014,Estadual,Executivo,90209
42,2014,Estadual,Judiciário,9787
42,2014,Estadual,Legislativo,2390
42,2014,Federal,Executivo,20232
42,2014,Federal,Judiciário,3707
42,2014,Federal,Legislativo,0
42,2014,Municipal,Executivo,249922
42,2014,Municipal,Legislativo,4670
42,2015,Estadual,Executivo,86408
42,2015,Estadual,Judiciário,9882
42,2015,Estadual,Legislativo,2611
42,2015,Federal,Executivo,20326
42,2015,Federal,Judiciário,3723
42,2015,Federal,Legislativo,0
42,2015,Municipal,Executivo,244831
42,2015,Municipal,Legislativo,5164
42,2016,Estadual,Executivo,97246
42,2016,Estadual,Judiciário,9872
42,2016,Estadual,Legislativo,2294
42,2016,Federal,Executivo,20556
42,2016,Federal,Judiciário,3811
42,2016,Federal,Legislativo,0
42,2016,Municipal,Executivo,251866
42,2016,Municipal,Legislativo,4903
42,2017,Estadual,Executivo,97465
42,2017,Estadual,Judiciário,10063
42,2017,Estadual,Legislativo,2382
42,2017,Federal,Executivo,21176
42,2017,Federal,Judiciário,3713
42,2017,Federal,Legislativo,0
42,2017,Municipal,Executivo,254173
42,2017,Municipal,Legislativo,5235
42,2018,Estadual,Executivo,99837
42,2018,Estadual,Judiciário,10086
42,2018,Estadual,Legislativo,2370
42,2018,Federal,Executivo,20264
42,2018,Federal,Judiciário,3700
42,2018,Federal,Legislativo,0
42,2018,Municipal,Executivo,251249
42,2018,Municipal,Legislativo,4777
42,2019,Estadual,Executivo,97364
42,2019,Estadual,Judiciário,10642
42,2019,Estadual,Legislativo,2674
42,2019,Federal,Executivo,20866
42,2019,Federal,Judiciário,3387
42,2019,Federal,Legislativo,0
42,2019,Municipal,Executivo,256802
42,2019,Municipal,Legislativo,4816
43,2012,Estadual,Executivo,173473
43,2012,Estadual,Judiciário,12758
43,2012,Estadual,Legislativo,2191
43,2012,Federal,Executivo,36437
43,2012,Federal,Judiciário,7453
43,2012,Federal,Legislativo,0
43,2012,Municipal,Executivo,323591
43,2012,Municipal,Legislativo,6902
43,2013,Estadual,Executivo,167504
43,2013,Estadual,Judiciário,12899
43,2013,Estadual,Legislativo,1968
43,2013,Federal,Executivo,38087
43,2013,Federal,Judiciário,7691
43,2013,Federal,Legislativo,0
43,2013,Municipal,Executivo,325411
43,2013,Municipal,Legislativo,7338
43,2014,Estadual,Executivo,170006
43,2014,Estadual,Judiciário,13812
43,2014,Estadual,Legislativo,1933
43,2014,Federal,Executivo,40166
43,2014,Federal,Judiciário,7746
43,2014,Federal,Legislativo,0
43,2014,Municipal,Executivo,335770
43,2014,Municipal,Legislativo,7394
43,2015,Estadual,Executivo,161966
43,2015,Estadual,Judiciário,13869
43,2015,Estadual,Legislativo,2046
43,2015,Federal,Executivo,39840
43,2015,Federal,Judiciário,7763
43,2015,Federal,Legislativo,0
43,2015,Municipal,Executivo,335778
43,2015,Municipal,Legislativo,8033
43,2016,Estadual,Executivo,153919
43,2016,Estadual,Judiciário,13667
43,2016,Estadual,Legislativo,2034
43,2016,Federal,Executivo,40009
43,2016,Federal,Judiciário,7797
43,2016,Federal,Legislativo,0
43,2016,Municipal,Executivo,336838
43,2016,Municipal,Legislativo,8103
43,2017,Estadual,Executivo,147275
43,2017,Estadual,Judiciário,13540
43,2017,Estadual,Legislativo,1847
43,2017,Federal,Executivo,40756
43,2017,Federal,Judiciário,7725
43,2017,Federal,Legislativo,0
43,2017,Municipal,Executivo,335618
43,2017,Municipal,Legislativo,8137
43,2018,Estadual,Executivo,145844
43,2018,Estadual,Judiciário,13841
43,2018,Estadual,Legislativo,1809
43,2018,Federal,Executivo,41066
43,2018,Federal,Judiciário,7606
43,2018,Federal,Legislativo,0
43,2018,Municipal,Executivo,330638
43,2018,Municipal,Legislativo,8092
43,2019,Estadual,Executivo,140253
43,2019,Estadual,Judiciário,13732
43,2019,Estadual,Legislativo,2196
43,2019,Federal,Executivo,39380
43,2019,Federal,Judiciário,7457
43,2019,Federal,Legislativo,0
43,2019,Municipal,Executivo,335563
43,2019,Municipal,Legislativo,8315
50,2012,Estadual,Executivo,40589
50,2012,Estadual,Judiciário,4908
50,2012,Estadual,Legislativo,1864
50,2012,Federal,Executivo,11747
50,2012,Federal,Judiciário,1576
50,2012,Federal,Legislativo,0
50,2012,Municipal,Executivo,105898
50,2012,Municipal,Legislativo,2766
50,2013,Estadual,Executivo,40380
50,2013,Estadual,Judiciário,5184
50,2013,Estadual,Legislativo,1951
50,2013,Federal,Executivo,11880
50,2013,Federal,Judiciário,1521
50,2013,Federal,Legislativo,0
50,2013,Municipal,Executivo,117026
50,2013,Municipal,Legislativo,2994
50,2014,Estadual,Executivo,57671
50,2014,Estadual,Judiciário,5428
50,2014,Estadual,Legislativo,1935
50,2014,Federal,Executivo,13069
50,2014,Federal,Judiciário,1594
50,2014,Federal,Legislativo,0
50,2014,Municipal,Executivo,113539
50,2014,Municipal,Legislativo,2820
50,2015,Estadual,Executivo,69782
50,2015,Estadual,Judiciário,5611
50,2015,Estadual,Legislativo,2214
50,2015,Federal,Executivo,12549
50,2015,Federal,Judiciário,1560
50,2015,Federal,Legislativo,0
50,2015,Municipal,Executivo,117577
50,2015,Municipal,Legislativo,3238
50,2016,Estadual,Executivo,74019
50,2016,Estadual,Judiciário,5754
50,2016,Estadual,Legislativo,1847
50,2016,Federal,Executivo,12945
50,2016,Federal,Judiciário,1611
50,2016,Federal,Legislativo,0
50,2016,Municipal,Executivo,113653
50,2016,Municipal,Legislativo,3082
50,2017,Estadual,Executivo,64890
50,2017,Estadual,Judiciário,5754
50,2017,Estadual,Legislativo,1729
50,2017,Federal,Executivo,13366
50,2017,Federal,Judiciário,1556
50,2017,Federal,Legislativo,0
50,2017,Municipal,Executivo,123367
50,2017,Municipal,Legislativo,3138
50,2018,Estadual,Executivo,61669
50,2018,Estadual,Judiciário,5705
50,2018,Estadual,Legislativo,1658
50,2018,Federal,Executivo,13689
50,2018,Federal,Judiciário,1578
50,2018,Federal,Legislativo,0
50,2018,Municipal,Executivo,128192
50,2018,Municipal,Legislativo,3075
50,2019,Estadual,Executivo,67343
50,2019,Estadual,Judiciário,5670
50,2019,Estadual,Legislativo,1889
50,2019,Federal,Executivo,13716
50,2019,Federal,Judiciário,1481
50,2019,Federal,Legislativo,0
50,2019,Municipal,Executivo,134012
50,2019,Municipal,Legislativo,3363
51,2012,Estadual,Executivo,102694
